"filename", "language", "Batch", "Markdown", "HTML", "PostCSS", "Java Properties", "Java", "JavaScript", "XML", "comment", "blank", "total"
"/Users/ryllis/IdeaProjects/chat/src/main/java/com/example/chat/service/impl/UserServiceImpl.java", "Java", 0, 0, 0, 0, 0, 322, 0, 0, 41, 72, 435
"/Users/ryllis/IdeaProjects/chat/src/main/java/com/example/chat/util/SensitiveWordFilter.java", "Java", 0, 0, 0, 0, 0, 123, 0, 0, 43, 32, 198
"/Users/ryllis/IdeaProjects/chat/src/main/resources/application.properties", "Java Properties", 0, 0, 0, 0, 4, 0, 0, 0, 5, 5, 14
"/Users/ryllis/IdeaProjects/chat/src/main/resources/static/app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1798, 0, 285, 253, 2336
"/Users/ryllis/IdeaProjects/chat/src/main/resources/static/index.html", "HTML", 0, 0, 155, 0, 0, 0, 0, 0, 21, 16, 192
"/Users/ryllis/IdeaProjects/chat/src/main/resources/static/style.css", "PostCSS", 0, 0, 0, 868, 0, 0, 0, 0, 14, 154, 1036
"/Users/ryllis/IdeaProjects/chat/src/test/java/com/example/chat/ChatApplicationTests.java", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 14
"/Users/ryllis/IdeaProjects/chat/test-client.html", "HTML", 0, 0, 294, 0, 0, 0, 0, 0, 0, 31, 325
"/Users/ryllis/IdeaProjects/chat/websocket-json-tests.md", "Markdown", 0, 504, 0, 0, 0, 0, 0, 0, 0, 102, 606
"/Users/ryllis/IdeaProjects/chat/使用文档.md", "Markdown", 0, 463, 0, 0, 0, 0, 0, 0, 0, 151, 614
"/Users/ryllis/IdeaProjects/chat/前端使用说明.md", "Markdown", 0, 118, 0, 0, 0, 0, 0, 0, 0, 39, 157
"/Users/ryllis/IdeaProjects/chat/功能分析与测试指南.md", "Markdown", 0, 486, 0, 0, 0, 0, 0, 0, 0, 124, 610
"/Users/ryllis/IdeaProjects/chat/敏感词过滤功能说明.md", "Markdown", 0, 286, 0, 0, 0, 0, 0, 0, 0, 88, 374
"/Users/ryllis/IdeaProjects/chat/群聊功能完整测试步骤.md", "Markdown", 0, 468, 0, 0, 0, 0, 0, 0, 0, 134, 602
"Total", "-", 139, 2660, 449, 868, 7, 2785, 1798, 121, 911, 1934, 11672
